date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:40	21307/21307	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:34:00%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_iframe_frameborder	www.w3schools.com/html/tryitcfb7.html	(from http://www.w3schools.com/html/html_iframe.asp)
13:10:41	21317/21317	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2006:26:45%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_iframe_border2	www.w3schools.com/html/tryitc3cc.html	(from http://www.w3schools.com/html/html_iframe.asp)
13:10:41	21512/21512	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:09:06%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_iframe_target	www.w3schools.com/html/tryit8818.html	(from http://www.w3schools.com/html/html_iframe.asp)
13:10:41	76151/76151	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:40:41%20GMT	http://www.w3schools.com/html/exercise.asp?filename=exercise_iframe1	www.w3schools.com/html/exercise4151.html	(from http://www.w3schools.com/html/html_iframe.asp)
13:10:42	76064/76064	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:40:41%20GMT	http://www.w3schools.com/html/exercise.asp?filename=exercise_iframe2	www.w3schools.com/html/exercise7f0b.html	(from http://www.w3schools.com/html/html_iframe.asp)
13:10:42	76546/76546	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:40:42%20GMT	http://www.w3schools.com/html/exercise.asp?filename=exercise_iframe3	www.w3schools.com/html/exercisee91e.html	(from http://www.w3schools.com/html/html_iframe.asp)
13:10:43	76602/76602	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:40:42%20GMT	http://www.w3schools.com/html/exercise.asp?filename=exercise_iframe4	www.w3schools.com/html/exerciseeecf.html	(from http://www.w3schools.com/html/html_iframe.asp)
13:10:43	21430/21430	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2005:58:27%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_scripts_intro	www.w3schools.com/html/tryitde93.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:44	21354/21354	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:28:33%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_script	www.w3schools.com/html/tryita3c7.html	(from http://www.w3schools.com/html/html_scripts.asp)
13:10:44	21573/21573	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Aug%202016%2007:01:18%20GMT	http://www.w3schools.com/html/tryit.asp?filename=tryhtml_script_html	www.w3schools.com/html/tryit974c.html	(from http://www.w3schools.com/html/html_scripts.asp)
